Ax,Ay,Az,Gx,Gy,Gz,Mx,My,Mz,Lable
6.41,2.5,-7.113,-0.008758545,-0.0025177,0.010650635,-26.6875,-36.0625,7.0625,cycling
6.401,2.481,-7.122,-0.00440979,-0.000549316,0.00541687,-26.6875,-36.0625,7.0625,cycling
6.396,2.476,-7.122,0,0,0,-26.875,-36,7.0625,cycling
6.382,2.505,-7.098,0,0,0,-26.875,-36,7.0625,cycling
6.382,2.457,-7.098,-0.001693726,0.000946045,0.002929688,-26.9375,-36,7.25,cycling
6.387,2.438,-7.117,-0.008209229,-0.001495361,0.01083374,-26.875,-35.6875,7.4375,cycling
6.387,2.438,-7.117,-0.008209229,-0.001495361,0.01083374,-26.875,-35.6875,7.4375,cycling
6.367,2.462,-7.098,-0.016525269,-0.007354736,0.024917603,-27.125,-35.8125,7.375,cycling
6.391,2.5,-7.089,-0.020217896,-0.009628296,0.030517578,-27,-35.9375,7.625,cycling
6.401,2.496,-7.094,-0.027420044,-0.010955811,0.037628174,-26.9375,-35.9375,7.5,cycling
6.406,2.472,-7.103,-0.022460938,-0.006072998,0.029067993,-27,-35.9375,7.625,cycling
6.382,2.496,-7.098,-0.010910034,-0.001663208,0.014175415,-26.9375,-36.0625,7.5,cycling
6.372,2.481,-7.108,-0.003234863,0.000610352,0.003997803,-26.9375,-36.0625,7.5,cycling
6.363,2.52,-7.094,0.019805908,0.009841919,-0.024612427,-26.875,-36.0625,7.625,cycling
6.401,2.505,-7.074,0.015594482,0.007156372,-0.022644043,-27.125,-35.9375,7.6875,cycling
6.387,2.491,-7.084,0,0,0,-26.9375,-36.0625,7.875,cycling
6.406,2.51,-7.098,-0.001342773,-0.001495361,-0.00428772,-27.0625,-36.0625,7.9375,cycling
6.382,2.491,-7.103,-0.002441406,-0.000808716,-0.009384155,-26.75,-35.875,7.6875,cycling
6.41,2.51,-7.084,0.010955811,0.006469727,-0.028396606,-26.6875,-35.9375,7.625,cycling
6.444,2.476,-7.108,0.035202026,0.016021729,-0.055099487,-26.5625,-36.0625,7.5,cycling
6.425,2.496,-7.079,0.029144287,0.014221191,-0.04560852,-26.5625,-36.0625,7.5,cycling
6.401,2.505,-7.089,0.05343628,0.025634766,-0.06689453,-26,-36.3125,7.4375,cycling
6.377,2.496,-7.103,0.048095703,0.021850586,-0.06021118,-26,-36.3125,7.3125,cycling
6.391,2.486,-7.103,0.038619995,0.018005371,-0.04953003,-26.125,-36.25,7.4375,cycling
6.401,2.491,-7.113,0.030899048,0.014755249,-0.039794922,-26.375,-36.125,7.625,cycling
6.406,2.476,-7.117,0.026657104,0.012954712,-0.03253174,-26.5,-36.25,7.875,cycling
6.401,2.462,-7.094,0.026657104,0.0131073,-0.031600952,-26.5,-36.25,7.875,cycling
6.401,2.462,-7.094,0.024093628,0.01222229,-0.026885986,-26.75,-36.0625,7.875,cycling
6.406,2.481,-7.098,0.019454956,0.009521484,-0.017333984,-26.5625,-35.875,7.875,cycling
6.425,2.491,-7.108,0.019454956,0.009338379,-0.012359619,-26.875,-35.8125,7.625,cycling
6.406,2.472,-7.113,0.013320923,0.008575439,-0.002304077,-26.9375,-36,7.625,cycling
6.387,2.491,-7.103,0.012435913,0.00718689,-0.00112915,-26.6875,-36,7.25,cycling
6.391,2.467,-7.07,0.007751465,0.003051758,0.004516602,-26.375,-36.25,7,cycling
6.41,2.481,-7.113,0.004760742,0.00151062,0.007720947,-26.375,-36.25,7,cycling
6.434,2.472,-7.098,-0.009567261,-0.00630188,0.023071289,-26.1875,-36.4375,7.1875,cycling
6.439,2.481,-7.113,-0.01020813,-0.006759644,0.024261475,-26.1875,-36.625,7.375,cycling
6.43,2.486,-7.098,-0.01020813,-0.006759644,0.024261475,-26.1875,-36.25,7.375,cycling
6.406,2.453,-7.103,-0.012329102,-0.007110596,0.023864746,-26.1875,-36.0625,7.25,cycling
6.396,2.448,-7.103,-0.00479126,-0.002639771,0.016586304,-26.375,-36.125,7.5,cycling
6.372,2.453,-7.074,0.001052856,-0.001098633,0.015457153,-26.5,-36.25,7.6875,cycling
6.401,2.472,-7.108,0.001037598,-0.000671387,0.010147095,-26.5625,-36.0625,7.6875,cycling
6.406,2.462,-7.098,0.001159668,-0.000289917,0.010131836,-27.1875,-36.0625,7.625,cycling
6.42,2.457,-7.089,-0.001937866,-0.001739502,0.01222229,-27.1875,-35.6875,7.6875,cycling
6.43,2.472,-7.094,-0.003799439,-0.002136231,0.013656616,-26.9375,-35.9375,7.6875,cycling
6.41,2.486,-7.089,-0.003997803,-0.000213623,0.011276245,-26.8125,-36.0625,7.8125,cycling
6.391,2.51,-7.074,0.007263184,0.004486084,-0.003494263,-26.75,-35.9375,7.8125,cycling
6.396,2.481,-7.089,0.007553101,0.006408691,-0.004684448,-26.625,-36.0625,7.8125,cycling
6.406,2.476,-7.089,0,0,0,-26.625,-35.9375,7.875,cycling
6.439,2.481,-7.098,0.00012207,0.004882813,-0.000289917,-26.5,-36.0625,7.5,cycling
6.425,2.453,-7.098,0,0,0,-26.5,-36.0625,7.5,cycling
6.42,2.462,-7.079,-0.009490967,0.00189209,0.008560181,-26.5,-36.4375,7.375,cycling
6.363,2.476,-7.089,-0.013397217,0.000289917,0.012329102,-26.5625,-36.3125,7.375,cycling
6.406,2.486,-7.084,-0.029067993,-0.006591797,0.029556274,-26.6875,-36.25,7.0625,cycling
6.415,2.491,-7.07,-0.028671265,-0.005905151,0.02861023,-26.9375,-36.25,7.1875,cycling
6.434,2.486,-7.108,-0.02583313,-0.004074097,0.024139404,-27.125,-36.0625,7,cycling
6.42,2.467,-7.089,-0.019805908,-0.000686646,0.014862061,-26.6875,-36.25,7,cycling
6.42,2.481,-7.117,-0.002410889,0.003158569,-0.002319336,-26.875,-36.125,7.3125,cycling
6.382,2.5,-7.122,-0.008132935,0.001449585,0.002761841,-26.875,-36.0625,7.3125,cycling
6.382,2.5,-7.122,-0.008132935,0.001449585,0.002761841,-26.875,-36.0625,7.3125,cycling
6.382,2.5,-7.122,-0.020858765,-0.007125855,0.020690918,-27.0625,-35.875,7.125,cycling
6.367,2.467,-7.122,-0.032485962,-0.014801025,0.035736084,-26.875,-35.9375,6.875,cycling
6.382,2.486,-7.098,-0.039627075,-0.021392822,0.04598999,-26.75,-36.0625,7,cycling
6.391,2.524,-7.07,-0.03564453,-0.021835327,0.041503906,-27.0625,-35.9375,7.1875,cycling
6.353,2.51,-7.06,-0.037475586,-0.023010254,0.04159546,-26.6875,-35.5,7,cycling
6.353,2.51,-7.06,-0.042373657,-0.02571106,0.044769287,-26.6875,-35.5,7,cycling
6.487,2.52,-7.103,-0.022415161,-0.01272583,0.020202637,-26.5625,-35.875,7.0625,cycling
6.525,2.467,-7.137,-0.012695313,-0.004989624,0.005508423,-26.5625,-35.8125,7.375,cycling
6.492,2.438,-7.127,0.010528564,0.011505127,-0.01576233,-26.5625,-35.875,7.375,cycling
6.41,2.491,-7.036,0.023361206,0.020370483,-0.025848389,-26.3125,-35.875,7.25,cycling
6.367,2.553,-6.998,0.01423645,0.012817383,-0.017166138,-26.5,-35.9375,7,cycling
6.391,2.529,-7.079,0.011810303,0.011444092,-0.017501831,-26.375,-35.75,7.1875,cycling
6.41,2.505,-7.117,0.011795044,0.01373291,-0.020507813,-26.5,-35.9375,7.25,cycling
6.391,2.438,-7.132,0.005813599,0.014648438,-0.020080566,-26.5625,-36.0625,7.25,cycling
6.348,2.443,-7.122,0.007766724,0.013031006,-0.020111084,-26.5,-36.0625,7.0625,cycling
6.372,2.443,-7.084,0.010177612,0.012176514,-0.020126343,-26.5625,-36,7.0625,cycling
6.43,2.486,-7.089,0.019622803,0.014678955,-0.028015137,-26.6875,-36.4375,7.3125,cycling
6.425,2.457,-7.122,0.029266357,0.0178833,-0.035583496,-26.6875,-36.4375,7.3125,cycling
6.42,2.467,-7.141,0.03326416,0.011062622,-0.022766113,-26.5625,-36.25,7.25,cycling
6.43,2.448,-7.098,0.03326416,0.011062622,-0.022766113,-26.5625,-36.25,7.25,cycling
6.425,2.491,-7.074,0.03352356,0.010299683,-0.027862549,-26.125,-36.25,7.3125,cycling
6.43,2.481,-7.089,0.03668213,0.007125855,-0.035308838,-26,-36.125,7.5,cycling
6.406,2.467,-7.103,0.023406982,-0.000900269,-0.02368164,-26.3125,-36.125,7.5,cycling
6.382,2.467,-7.103,0.021972656,-0.001449585,-0.022399902,-26.125,-36.125,7.25,cycling
6.387,2.496,-7.074,0.0178833,-0.000442505,-0.018173218,-26.1875,-36.125,7,cycling
6.42,2.476,-7.103,0.019470215,0.00062561,-0.015029907,-26.1875,-36.4375,6.8125,cycling
6.43,2.5,-7.127,0.019607544,-0.001480103,-0.011505127,-26.1875,-36.4375,6.8125,cycling
6.434,2.5,-7.151,0.023040771,-0.000839233,-0.015838623,-26.3125,-36.3125,6.6875,cycling
6.401,2.481,-7.127,0.03477478,0.006896973,-0.030563354,-26.3125,-36.3125,6.6875,cycling
6.363,2.462,-7.084,0.041152954,0.012557983,-0.03945923,-26,-36.3125,6.6875,cycling
6.358,2.476,-7.074,0.028152466,0.008178711,-0.028839111,-26.1875,-36.4375,7,cycling
6.382,2.472,-7.094,0.022659302,0.006362915,-0.02571106,-26.375,-36.3125,7.25,cycling
6.42,2.467,-7.098,0.00920105,0.001907349,-0.01361084,-26.5,-36.3125,7.4375,cycling
6.41,2.486,-7.098,-0.010009766,-0.006332398,0.007919312,-26.875,-36.125,7.4375,cycling
6.41,2.453,-7.113,-0.020355225,-0.012084961,0.020233154,-26.6875,-36.125,7.375,cycling
6.42,2.438,-7.103,-0.01725769,-0.011947632,0.018234253,-26.75,-36.25,7.4375,cycling
6.391,2.453,-7.108,-0.001556397,-0.005020142,0.008178711,-26.6875,-36.4375,7.375,cycling
6.396,2.467,-7.103,0.00328064,-0.003036499,0.004608154,-26.6875,-36.4375,7.375,cycling
6.434,2.486,-7.089,0.011276245,-0.000549316,-0.004013062,-26.375,-35.75,7.4375,cycling
6.425,2.51,-7.098,0.019210815,0.003356934,-0.013977051,-26.375,-35.75,7.4375,cycling
6.425,2.496,-7.098,0.009216309,0.001220703,-0.00517273,-26.1875,-35.875,7.5,cycling
6.391,2.505,-7.098,-0.0027771,-0.001419067,0.005691528,-26.5625,-35.875,7.625,cycling
6.377,2.491,-7.117,-0.01109314,-0.002838135,0.011856079,-26.5625,-35.875,7.625,cycling
6.391,2.5,-7.089,-0.020385742,-0.004776001,0.017456055,-26.6875,-35.875,7.625,cycling
6.348,2.476,-7.103,-0.017120361,-0.002029419,0.010955811,-26.5625,-35.9375,7.5,cycling
6.367,2.486,-7.079,0,0,0,-26.9375,-36.5,7.3125,cycling
6.396,2.472,-7.108,0.005477905,0.004821777,-0.014083862,-26.9375,-36.5,7.3125,cycling
6.358,2.462,-7.108,0.0052948,0.001663208,-0.014297485,-26.6875,-36.5,7.6875,cycling
6.391,2.472,-7.074,-0.000274658,-0.003463745,-0.008422852,-26.6875,-36.625,7.625,cycling
6.41,2.486,-7.098,-0.000610352,-0.003356934,-0.009307861,-26.5625,-36.625,7.625,cycling
6.406,2.496,-7.103,0.000839233,-0.002044678,-0.012237549,-26.5625,-36.625,7.625,cycling
6.43,2.51,-7.089,-0.006072998,-0.002838135,-0.004135132,-26.5625,-36.125,7.6875,cycling
6.377,2.481,-7.084,-0.013748169,-0.005157471,0.005279541,-26.5,-36.125,7.6875,cycling
6.391,2.491,-7.103,-0.005264282,-0.002471924,-0.000198364,-26.5,-36,7.875,cycling
6.401,2.467,-7.117,-0.002319336,-0.001983643,-0.0027771,-26.5,-36,7.875,cycling
6.43,2.472,-7.137,-0.004104614,-0.003890991,-0.003417969,-26.875,-36,7.9375,cycling
6.43,2.491,-7.146,0.008300781,0.000701904,-0.013748169,-26.75,-36.1875,7.6875,cycling
6.396,2.476,-7.098,0,0,0,-26.6875,-36.0625,7.625,cycling
6.391,2.481,-7.098,0,0,0,-26.5625,-36.1875,7.25,cycling
6.391,2.481,-7.098,0,0,0,-26.875,-36.3125,7.375,cycling
6.406,2.481,-7.094,0,0,0,-26.5625,-36.3125,7,cycling
6.415,2.486,-7.098,-0.017593384,-0.003570557,0.023727417,-26.5625,-36.125,7.1875,cycling
6.401,2.486,-7.089,-0.018981934,-0.003341675,0.022644043,-26.1875,-36.125,7,cycling
6.396,2.486,-7.103,-0.020584106,-0.00428772,0.022918701,-26.1875,-36.125,7,cycling
6.41,2.476,-7.098,-0.019210815,-0.004608154,0.021896362,-26.5,-36.0625,7.0625,cycling
6.382,2.486,-7.098,-0.017669678,-0.005661011,0.021392822,-26.5625,-35.875,7.375,cycling
6.372,2.462,-7.108,-0.015335083,-0.006408691,0.019454956,-26.5625,-35.625,7.375,cycling
6.382,2.481,-7.098,-0.014541626,-0.009185791,0.022445679,-26.75,-35.875,7.4375,cycling
6.406,2.491,-7.089,-0.01953125,-0.012557983,0.027130127,-26.75,-35.875,7.4375,cycling
6.415,2.491,-7.089,-0.023452759,-0.013381958,0.029647827,-26.5625,-35.8125,7.5,cycling
6.406,2.476,-7.098,-0.007888794,-0.005447388,0.011947632,-26.6875,-36,7.4375,cycling
6.406,2.448,-7.089,0,0,0,-26.3125,-36.1875,7.5,cycling
6.41,2.472,-7.084,0.014984131,0.005569458,-0.011581421,-26.375,-36.25,7.25,cycling
6.387,2.467,-7.098,0.016113281,0.006225586,-0.012115479,-26.5,-36.125,7.25,cycling
6.425,2.51,-7.094,0.015472412,0.006042481,-0.01322937,-26.5625,-36.5,7.1875,cycling
6.43,2.491,-7.084,0.014465332,0.005706787,-0.012802124,-26.5625,-36.5,7.1875,cycling
6.406,2.505,-7.122,-0.003204346,-0.000854492,0.005508423,-26.6875,-35.875,7.1875,cycling
6.406,2.505,-7.122,-0.00843811,-0.002593994,0.010131836,-26.6875,-35.875,7.1875,cycling
6.391,2.476,-7.098,-0.014678955,-0.004776001,0.015258789,-27,-35.625,7,cycling
6.377,2.457,-7.094,-0.022277832,-0.00668335,0.022766113,-26.6875,-35.6875,6.875,cycling
6.401,2.476,-7.084,-0.031906128,-0.009567261,0.03364563,-26.3125,-35.8125,6.6875,cycling
6.43,2.51,-7.103,-0.02407837,-0.006881714,0.0256958,-26.5625,-35.625,6.8125,cycling
6.415,2.491,-7.122,-0.020889282,-0.005859375,0.022247314,-26.1875,-35.5,6.4375,cycling
6.387,2.505,-7.074,-0.029083252,-0.009246826,0.030181885,-26.1875,-35.6875,6.5625,cycling
6.382,2.5,-7.065,-0.03967285,-0.013214111,0.040039063,-26,-35.875,6.5625,cycling
6.415,2.486,-7.07,-0.03643799,-0.011901856,0.033554077,-26,-35.8125,6.8125,cycling
6.415,2.486,-7.089,-0.026947021,-0.007949829,0.021347046,-26.3125,-35.875,7,cycling
6.449,2.457,-7.089,-0.022598267,-0.005813599,0.020141602,-26.5,-35.9375,7.0625,cycling
6.406,2.457,-7.122,-0.018356323,-0.004104614,0.018112183,-26.75,-36.0625,7,cycling
6.406,2.476,-7.103,-0.007995606,-0.000976563,0.012634277,-26.6875,-36.125,7,cycling
6.382,2.491,-7.079,-0.002731323,0.000778198,0.007675171,-26.875,-36.0625,7.0625,cycling
6.391,2.5,-7.079,0.000244141,0.002227783,0.003952026,-26.875,-36.0625,7.0625,cycling
6.439,2.467,-7.079,-0.006164551,0.000442505,0.008392334,-26.9375,-35.875,7.375,cycling
6.454,2.462,-7.108,-0.01423645,-0.001235962,0.01701355,-27.0625,-35.8125,7.25,cycling
6.468,2.486,-7.084,-0.006439209,0.004150391,0.009658814,-27.125,-35.6875,7.375,cycling
6.444,2.481,-7.089,0.001815796,0.008163452,0.001434326,-26.875,-35.6875,7.4375,cycling
6.439,2.462,-7.084,0.001037598,0.007766724,0.002136231,-26.875,-35.6875,7.4375,cycling
6.377,2.472,-7.055,0.0052948,0.007476807,0.00163269,-27.0625,-35.6875,7.8125,cycling
6.387,2.453,-7.065,-0.000335693,0.005157471,0.012252808,-26.875,-35.8125,7.6875,cycling
6.415,2.457,-7.046,-0.002990723,0.002243042,0.014129639,-26.875,-35.6875,7.625,cycling
6.43,2.51,-7.055,-0.012405396,-0.002655029,0.020065308,-26.9375,-35.4375,7.4375,cycling
6.473,2.496,-7.079,-0.019515991,-0.003555298,0.024307251,-26.75,-35.125,7.625,cycling
6.53,2.496,-7.089,-0.001434326,0.00617981,0.001983643,-26.5625,-35.0625,7.8125,cycling
6.535,2.505,-7.084,0.011260986,0.012832642,-0.013931274,-26.5625,-34.9375,7.8125,cycling
6.521,2.515,-7.065,0.040863037,0.037322998,-0.04588318,-26.6875,-34.875,8,cycling
6.473,2.481,-7.036,0.047546387,0.046325684,-0.053359985,-26.5625,-35.0625,7.875,cycling
6.473,2.486,-7.041,0.042922974,0.043792725,-0.049072266,-26.5625,-35.0625,7.875,cycling
6.477,2.386,-6.931,0.028320313,0.04095459,-0.03363037,-26.5625,-35.125,8,cycling
6.477,2.486,-7.007,0.020233154,0.040985107,-0.025939941,-26.875,-35.4375,7.8125,cycling
6.506,2.462,-7.022,0.020233154,0.040985107,-0.025939941,-26.875,-35.4375,7.8125,cycling
6.544,2.448,-7.036,0.008773804,0.033737183,-0.007354736,-27.0625,-35.625,7.3125,cycling
6.578,2.476,-7.05,0.010009766,0.03742981,-0.005462647,-27.0625,-35.625,7.3125,cycling
6.53,2.448,-7.022,0.006607056,0.036636353,0.000274658,-27.125,-35.8125,7.0625,cycling
6.477,2.448,-7.036,0.000396729,0.036132813,0.010879517,-27,-35.625,6.75,cycling
6.482,2.443,-7.012,-0.00012207,0.035812378,0.013031006,-27,-35.625,6.75,cycling
6.501,2.453,-7.022,-0.016021729,0.030563354,0.035354614,-27,-35.875,6.4375,cycling
6.54,2.467,-7.017,-0.02003479,0.02746582,0.039794922,-27,-35.875,6.4375,cycling
6.554,2.481,-7.031,-0.012405396,0.021102905,0.027877808,-27.125,-35.6875,6.4375,cycling
6.554,2.481,-7.031,-0.012405396,0.021102905,0.027877808,-27.125,-35.6875,6.4375,cycling
6.458,2.563,-6.988,-0.025115967,0.010269165,0.03691101,-27.125,-35.5,6.25,cycling
6.391,2.587,-7.003,-0.041015625,0.003097534,0.049453735,-26.9375,-35.625,6.4375,cycling
6.358,2.606,-7.003,-0.06428528,-0.006530762,0.05848694,-27.125,-35.5,6.6875,cycling
6.348,2.572,-7.031,-0.08883667,-0.024139404,0.053756714,-27.1875,-35.8125,6.625,cycling
6.401,2.51,-7.046,-0.09539795,-0.034805298,0.050445557,-27.125,-35.6875,6.4375,cycling
6.444,2.481,-7.036,-0.08404541,-0.037384033,0.041030884,-27.125,-35.8125,6.25,cycling
6.463,2.414,-7.027,-0.061553955,-0.034851074,0.02734375,-27.125,-35.875,6.4375,cycling
6.525,2.376,-7.027,-0.046951294,-0.030258179,0.018844604,-27.125,-36,6.8125,cycling
6.578,2.409,-6.998,-0.036697388,-0.024887085,0.011581421,-27.125,-36,6.8125,cycling
6.626,2.4,-6.974,-0.022506714,-0.016204834,0.005050659,-27.1875,-36.125,6.625,cycling
6.578,2.419,-6.983,-0.020996094,-0.011444092,0.020324707,-27.3125,-36,6.5625,cycling
6.564,2.481,-7.036,-0.0234375,-0.006942749,0.02861023,-27.125,-35.875,6.6875,cycling
6.511,2.5,-6.998,-0.00479126,0.002578735,0.010574341,-27.0625,-35.8125,6.8125,cycling
6.477,2.515,-7.036,0.012313843,0.009719849,-0.002578735,-27.0625,-36,6.6875,cycling
6.454,2.505,-7.017,0.021820068,0.01399231,-0.008239746,-26.9375,-35.875,6.4375,cycling
6.387,2.496,-7.007,0.05491638,0.024932861,-0.03276062,-26.75,-36.0625,6.8125,cycling
6.401,2.51,-7.017,0.0655365,0.028793335,-0.038024902,-26.875,-36.125,7.0625,cycling
6.444,2.496,-6.983,0.06329346,0.028396606,-0.039245605,-26.875,-36.125,7.0625,cycling
6.521,2.472,-7.012,0.0644989,0.031967163,-0.041107178,-26.9375,-36.0625,7,cycling
6.54,2.5,-7.041,0.028671265,0.022247314,-0.010574341,-27.375,-36.25,7.1875,cycling
6.592,2.496,-7.031,0.003433228,0.015060425,0.002532959,-27.3125,-35.875,6.875,cycling
6.535,2.5,-7.017,-0.012695313,0.008850098,0.002166748,-27.5625,-35.875,7,cycling
6.468,2.51,-6.993,-0.01576233,0.006057739,-0.005325317,-27.6875,-35.875,7,cycling
6.444,2.472,-7.031,-0.014526367,0.004608154,-0.008743286,-27.6875,-35.875,7,cycling
6.387,2.457,-7.003,-0.015640259,-0.012878418,-0.004440308,-27.6875,-35.9375,6.875,cycling
6.42,2.443,-6.998,-0.011505127,-0.015808105,-0.007369995,-27.6875,-35.9375,6.875,cycling
6.482,2.453,-7.046,-0.024963379,-0.019561768,0.014572144,-27.6875,-35.875,6.875,cycling
6.501,2.405,-7.027,-0.028884888,-0.019042969,0.031982422,-27.5,-36.3125,6.875,cycling
6.511,2.386,-7.007,-0.023910522,-0.018417358,0.035446167,-27.5,-36.3125,6.875,cycling
6.535,2.414,-6.993,-0.007919312,-0.013092041,0.034103394,-27.375,-36.3125,6.8125,cycling
6.544,2.4,-7.007,0.007675171,0.005340576,0.026535034,-27.1875,-36.1875,6.6875,cycling
6.544,2.419,-7.017,0.03591919,0.017333984,-0.002761841,-27,-36,6.625,cycling
6.544,2.433,-7.017,0.04095459,0.018356323,-0.009429932,-26.875,-35.8125,6.625,cycling
6.554,2.429,-7.041,0.040267944,0.015380859,-0.00680542,-26.875,-35.875,6.625,cycling
6.564,2.448,-7.07,0.03604126,0.011932373,-0.000717163,-27,-35.5,6.625,cycling
6.549,2.443,-7.055,0.024856567,0.005996704,0.011413574,-27,-35.125,6.8125,cycling
6.535,2.433,-7.046,0.017974854,0.002380371,0.01890564,-27,-35.125,6.8125,cycling
6.477,2.405,-7.007,0.017974854,0.002380371,0.01890564,-27,-35.125,6.8125,cycling
6.516,2.409,-7.031,0.006744385,0.000549316,0.013061523,-27.1875,-35.25,7,cycling
6.535,2.414,-7.027,0.002487183,0.002609253,0.0184021,-27.1875,-35.25,6.8125,cycling
6.554,2.409,-7.031,0.006576538,0.011734009,0.030944824,-27.75,-35.25,6.625,cycling
6.549,2.414,-7.007,0.003509522,0.012573242,0.029891968,-27.9375,-35.25,6.5625,cycling
6.535,2.395,-7.012,-0.000427246,0.011367798,0.027908325,-27.5625,-35.6875,6.8125,cycling
6.554,2.405,-7.031,0.000167847,0.009277344,0.021347046,-27.375,-35.8125,6.75,cycling
6.535,2.357,-7.041,0.001281738,0.007781982,0.016998291,-27.375,-35.5,6.5625,cycling
6.535,2.376,-7.036,-0.005081177,0.002487183,0.024002075,-27.3125,-35.5,6.625,cycling
6.492,2.386,-7.017,0.004211426,0.001022339,0.017196655,-26.8125,-35.8125,6.625,cycling
6.501,2.39,-7.022,0.005432129,0.000549316,0.01713562,-26.8125,-35.8125,6.625,cycling
6.535,2.405,-7.031,0.006271362,1.53E-05,0.016159058,-26.75,-35.8125,6.625,cycling
6.554,2.409,-7.027,0.024887085,0.00352478,-0.005874634,-27,-35.625,6.8125,cycling
6.525,2.414,-7.027,0.031982422,0.007736206,-0.012741089,-26.9375,-35.625,6.875,cycling
6.516,2.419,-7.007,0.040252686,0.013809204,-0.026657104,-27,-35.6875,6.6875,cycling
6.506,2.409,-7.046,0.08639526,0.032287598,-0.08119202,-26.9375,-35.875,7.1875,cycling
6.511,2.414,-7.046,0.09036255,0.032714844,-0.086380005,-27.1875,-35.6875,7.5,cycling
6.53,2.405,-7.017,0.076416016,0.02456665,-0.07270813,-27,-35.5,7.6875,cycling
6.53,2.409,-7.027,0.053649902,0.013595581,-0.05067444,-27,-35.4375,7.5,cycling
6.53,2.424,-7.036,0.036376953,0.007614136,-0.03427124,-27.3125,-35.25,7.4375,cycling
6.549,2.419,-7.017,0.027114868,0.005020142,-0.025970459,-27.5,-35.25,7.125,cycling
6.549,2.419,-7.017,-0.012939453,-0.00718689,0.011062622,-27.5625,-35.25,7.25,cycling
6.554,2.405,-7.036,-0.023239136,-0.009735107,0.018920898,-27.5625,-35.25,7.25,cycling
6.535,2.371,-7.031,-0.005477905,-0.001281738,0.00138855,-27.5,-35.25,7.0625,cycling
6.501,2.371,-7.05,-0.008056641,-0.002456665,0.006256104,-27.5625,-35.125,7,cycling
6.516,2.386,-7.036,-0.010787964,-0.004974365,0.010192871,-27.5,-35.4375,7.125,cycling
6.497,2.39,-7.003,-0.00958252,-0.005584717,0.013549805,-27.5625,-35.25,7.25,cycling
6.497,2.405,-7.007,-0.022750854,-0.012451172,0.029006958,-27.375,-35.4375,7.25,cycling
6.516,2.405,-7.031,-0.027526855,-0.013793945,0.033416748,-27.1875,-35.4375,7.0625,cycling
6.511,2.419,-7.036,-0.02859497,-0.013595581,0.034194946,-27,-35.4375,6.8125,cycling
6.544,2.4,-7.055,-0.03161621,-0.014709473,0.037002563,-27,-35.4375,6.8125,cycling
6.521,2.4,-7.041,-0.015487671,-0.008010864,0.01864624,-27.125,-35.8125,7.0625,cycling
6.521,2.405,-7.041,-0.009262085,-0.006912231,0.012268066,-27.1875,-35.625,6.6875,cycling
6.516,2.429,-7.003,-0.006958008,-0.00668335,0.009796143,-27.1875,-35.625,6.6875,cycling
6.53,2.395,-7.022,-0.012084961,-0.009140015,0.014251709,-27.3125,-35.5,6.625,cycling
6.535,2.419,-7.031,-0.021270752,-0.012832642,0.023330688,-27.5,-35.625,6.625,cycling
6.549,2.395,-7.007,-0.024169922,-0.012802124,0.025009155,-27.5625,-35.6875,6.6875,cycling
6.506,2.381,-7.007,-0.031906128,-0.012908936,0.031295776,-27.75,-35.625,6.6875,cycling
6.506,2.381,-7.007,-0.031906128,-0.012908936,0.031295776,-27.75,-35.625,6.6875,cycling
6.501,2.424,-7.036,-0.045669556,-0.014923096,0.042877197,-28,-35.25,6.625,cycling
6.535,2.414,-7.084,-0.04319763,-0.015182495,0.039642334,-27.9375,-35.0625,6.75,cycling
6.525,2.409,-7.046,-0.05848694,-0.021026611,0.054992676,-27.875,-35.25,7,cycling
6.525,2.409,-7.046,-0.060699463,-0.02281189,0.05821228,-27.875,-35.25,7,cycling
6.492,2.386,-7.012,-0.057724,-0.02192688,0.057769775,-27.375,-34.9375,6.875,cycling
6.501,2.414,-6.979,-0.047592163,-0.017501831,0.047531128,-27.3125,-35.125,6.8125,cycling
6.525,2.438,-7.003,-0.037628174,-0.014221191,0.0370636,-27.1875,-35.25,6.875,cycling
6.554,2.414,-7.012,-0.020507813,-0.005783081,0.019348145,-27.375,-35.5625,6.625,cycling
6.554,2.414,-7.012,-0.020507813,-0.005783081,0.019348145,-27.375,-35.5625,6.625,cycling
6.535,2.409,-7.031,-0.003295898,0.000396729,0.00189209,-27.5625,-35.4375,6.75,cycling
6.54,2.409,-7.084,0,0,0,-27.9375,-35.6875,6.625,cycling
6.516,2.405,-7.017,0.007110596,0.003417969,-0.011886597,-27.875,-35.6875,6.8125,cycling
6.497,2.39,-7.046,0.010269165,0.001922607,-0.012237549,-28.0625,-35.625,6.6875,cycling
6.521,2.395,-7.05,0.030258179,0.008544922,-0.032043457,-27.6875,-35.9375,7.0625,cycling
6.511,2.433,-7.012,0.05532837,0.01914978,-0.056854248,-27.5625,-36.25,6.875,cycling
6.497,2.414,-7.036,0.06161499,0.02166748,-0.062927246,-27,-36.125,6.75,cycling
6.501,2.419,-7.012,0.046310425,0.017837524,-0.048431396,-27.1875,-35.9375,6.625,cycling
6.511,2.443,-6.979,0.035614014,0.015441895,-0.03855896,-27.1875,-35.9375,6.625,cycling
6.511,2.419,-6.993,0.023468018,0.011154175,-0.02671814,-27.375,-35.8125,6.625,cycling
6.54,2.414,-7.003,0.017425537,0.008804321,-0.021026611,-27.375,-35.6875,6.75,cycling
